,영업일자,느티나무 셀프BBQ_1인 수저세트,느티나무 셀프BBQ_BBQ55(단체),"느티나무 셀프BBQ_대여료 30,000원","느티나무 셀프BBQ_대여료 60,000원","느티나무 셀프BBQ_대여료 90,000원","느티나무 셀프BBQ_본삼겹 (단품,실내)",느티나무 셀프BBQ_스프라이트 (단체),느티나무 셀프BBQ_신라면,느티나무 셀프BBQ_쌈야채세트,느티나무 셀프BBQ_쌈장,느티나무 셀프BBQ_육개장 사발면,느티나무 셀프BBQ_일회용 소주컵,느티나무 셀프BBQ_일회용 종이컵,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),느티나무 셀프BBQ_잔디그늘집 의자 추가,느티나무 셀프BBQ_참이슬 (단체),느티나무 셀프BBQ_친환경 접시 14cm,느티나무 셀프BBQ_친환경 접시 23cm,느티나무 셀프BBQ_카스 병(단체),느티나무 셀프BBQ_콜라 (단체),느티나무 셀프BBQ_햇반,느티나무 셀프BBQ_허브솔트,담하_(단체) 공깃밥,담하_(단체) 생목살 김치전골 2.0,담하_(단체) 은이버섯 갈비탕,담하_(단체) 한우 우거지 국밥,담하_(단체) 황태해장국 3/27까지,담하_(정식) 된장찌개,담하_(정식) 물냉면,담하_(정식) 비빔냉면,담하_(후식) 된장찌개,담하_(후식) 물냉면,담하_(후식) 비빔냉면,담하_갑오징어 비빔밥,담하_갱시기,담하_공깃밥,담하_꼬막 비빔밥,담하_느린마을 막걸리,담하_담하 한우 불고기,담하_담하 한우 불고기 정식,담하_더덕 한우 지짐,담하_들깨 양지탕,담하_라면사리,담하_룸 이용료,담하_메밀면 사리,담하_명인안동소주,담하_명태회 비빔냉면,담하_문막 복분자 칵테일,담하_봉평메밀 물냉면,담하_생목살 김치찌개,담하_스프라이트,담하_은이버섯 갈비탕,담하_제로콜라,담하_참이슬,담하_처음처럼,담하_카스,담하_콜라,담하_테라,담하_하동 매실 칵테일,담하_한우 떡갈비 정식,담하_한우 미역국 정식,담하_한우 우거지 국밥,담하_한우 차돌박이 된장찌개,담하_황태해장국,라그로타_AUS (200g),라그로타_G-Charge(3),라그로타_Gls.Sileni,라그로타_Gls.미션 서드,라그로타_Open Food,라그로타_그릴드 비프 샐러드,라그로타_까르보나라,라그로타_모둠 해산물 플래터,라그로타_미션 서드 카베르네 쉬라,라그로타_버섯 크림 리조또,라그로타_빵 추가 (1인),라그로타_스프라이트,라그로타_시저 샐러드,라그로타_아메리카노,라그로타_알리오 에 올리오,라그로타_양갈비 (4ps),라그로타_자몽리치에이드,라그로타_제로콜라,라그로타_카스,라그로타_콜라,라그로타_하이네켄(생),라그로타_한우 (200g),라그로타_해산물 토마토 리조또,라그로타_해산물 토마토 스튜 파스타,라그로타_해산물 토마토 스파게티,"미라시아_(단체)브런치주중 36,000",미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_(화덕) 불고기 페퍼로니 반반피자,미라시아_BBQ Platter,미라시아_BBQ 고기추가,미라시아_공깃밥,미라시아_글라스와인 (레드),미라시아_레인보우칵테일(알코올),미라시아_미라시아 브런치 (패키지),미라시아_버드와이저(무제한),미라시아_보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_브런치 2인 패키지,미라시아_브런치 4인 패키지,미라시아_브런치(대인) 주말,미라시아_브런치(대인) 주중,미라시아_브런치(어린이),미라시아_쉬림프 투움바 파스타,미라시아_스텔라(무제한),미라시아_스프라이트,미라시아_애플망고 에이드,미라시아_얼그레이 하이볼,미라시아_오븐구이 윙과 킬바사소세지,미라시아_유자 하이볼,미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,미라시아_코카콜라,미라시아_코카콜라(제로),미라시아_콥 샐러드,미라시아_파스타면 추가(150g),미라시아_핑크레몬에이드,연회장_Cass Beer,연회장_Conference L1,연회장_Conference L2,연회장_Conference L3,연회장_Conference M1,연회장_Conference M8,연회장_Conference M9,연회장_Convention Hall,연회장_Cookie Platter,연회장_Grand Ballroom,연회장_OPUS 2,연회장_Regular Coffee,연회장_골뱅이무침,연회장_공깃밥,연회장_돈목살 김치찌개 (밥포함),연회장_로제 치즈떡볶이,연회장_마라샹궈,연회장_매콤 무뼈닭발&계란찜,연회장_모둠 돈육구이(3인),연회장_삼겹살추가 (200g),연회장_야채추가,연회장_왕갈비치킨,연회장_주먹밥 (2ea),카페테리아_공깃밥(추가),카페테리아_구슬아이스크림,카페테리아_단체식 13000(신),카페테리아_단체식 18000(신),카페테리아_돼지고기 김치찌개,카페테리아_복숭아 아이스티,카페테리아_새우 볶음밥,카페테리아_새우튀김 우동,카페테리아_샷 추가,카페테리아_수제 등심 돈까스,카페테리아_아메리카노(HOT),카페테리아_아메리카노(ICE),카페테리아_약 고추장 돌솥비빔밥,카페테리아_어린이 돈까스,카페테리아_오픈푸드,카페테리아_진사골 설렁탕,카페테리아_짜장면,카페테리아_짜장밥,카페테리아_짬뽕,카페테리아_짬뽕밥,카페테리아_치즈돈까스,카페테리아_카페라떼(HOT),카페테리아_카페라떼(ICE),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,포레스트릿_꼬치어묵,포레스트릿_떡볶이,포레스트릿_복숭아 아이스티,포레스트릿_생수,포레스트릿_스프라이트,포레스트릿_아메리카노(HOT),포레스트릿_아메리카노(ICE),포레스트릿_치즈 핫도그,포레스트릿_카페라떼(HOT),포레스트릿_카페라떼(ICE),포레스트릿_코카콜라,포레스트릿_페스츄리 소시지,화담숲주막_느린마을 막걸리,화담숲주막_단호박 식혜,화담숲주막_병천순대,화담숲주막_스프라이트,화담숲주막_참살이 막걸리,화담숲주막_찹쌀식혜,화담숲주막_콜라,화담숲주막_해물파전,화담숲카페_메밀미숫가루,화담숲카페_아메리카노 HOT,화담숲카페_아메리카노 ICE,화담숲카페_카페라떼 ICE,화담숲카페_현미뻥스크림
250,2023-09-08,8,25,8,3,1,5,0,2,8,1,1,3,2,3,26,3,27,0,1,14,8,10,0,0,0,18,40,85,0,3,1,0,0,0,0,0,11,5,1,15,4,0,7,1,0,1,1,4,0,5,13,0,6,0,2,1,0,0,0,0,3,7,7,14,6,0,0,1,0,0,2,0,0,0,0,8,0,1,0,2,0,1,0,0,0,2,0,0,0,2,37,0,1,10,1,0,0,0,26,15,2,0,5,0,0,72,13,4,2,4,0,1,5,1,0,0,0,10,0,0,1,0,0,1,0,0,1,1,0,3,0,1,0,2,2,3,3,7,5,8,0,0,0,0,7,0,77,136,1,0,1,0,0,6,0,0,6,1,0,0,3,0,2,0,3,0,0,11,0,0,0,4,0,0,0,0,0,0,2,0,56,8,11,36,6,12,45,35,18,2,40,12,5
251,2023-09-09,31,45,14,6,1,0,15,7,1,1,0,2,2,8,45,2,25,0,5,28,15,4,2,0,0,45,0,21,11,6,0,2,0,2,0,0,32,4,5,24,19,1,3,1,1,3,0,2,0,2,23,0,3,0,1,1,0,1,4,0,17,20,14,9,9,0,4,3,1,0,3,0,2,1,0,7,0,1,0,3,0,0,0,12,0,6,0,1,0,7,0,3,9,18,3,0,0,1,6,11,4,3,5,0,137,0,20,7,4,2,2,6,1,3,1,2,3,3,0,2,1,0,0,0,0,0,1,0,0,2,0,1,0,3,4,3,3,3,3,9,0,1,4,3,14,0,0,0,14,0,13,0,0,39,0,0,31,8,0,0,22,2,12,5,10,0,0,7,3,6,13,27,8,0,31,9,1,6,14,3,44,36,38,26,41,66,31,137,40,5,113,17,39
252,2023-09-10,4,0,6,3,0,2,0,10,3,0,0,0,1,2,18,0,0,0,5,0,0,11,4,0,0,0,0,45,7,6,4,3,0,1,0,0,38,4,4,25,21,1,6,0,0,3,1,2,0,1,9,0,1,0,2,0,0,0,1,1,5,19,21,5,17,0,0,2,5,0,3,0,1,8,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,5,0,0,2,14,1,0,0,2,34,16,0,0,5,0,255,0,58,2,3,1,3,1,2,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,3,0,0,14,0,0,12,7,0,0,8,1,4,2,9,0,0,4,2,3,22,17,2,1,33,3,0,6,2,6,42,28,53,33,47,64,31,144,30,5,61,24,39
253,2023-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,1,3,0,0,0,0,16,1,1,15,8,0,0,0,0,1,0,0,0,3,3,0,0,2,2,0,0,0,2,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,10,0,0,0,9,0,0,87,20,2,2,0,3,2,0,0,2,0,1,1,0,0,1,40,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,45,138,2,0,2,0,0,4,0,0,7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2023-09-12,0,52,1,0,0,0,21,0,0,0,0,0,1,0,2,0,85,0,0,65,20,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,12,3,0,18,2,0,0,0,0,1,0,3,3,3,12,0,0,0,1,1,0,1,1,0,0,0,0,14,0,0,0,0,1,0,1,0,0,0,0,7,0,2,0,3,0,0,1,0,0,0,0,1,0,1,41,0,3,5,0,0,2,0,18,8,0,0,1,0,0,38,4,0,0,0,2,3,0,3,0,1,1,0,0,0,5,58,1,0,1,0,1,0,2,2,1,1,24,0,0,0,0,0,0,0,0,0,0,0,13,0,70,274,5,0,3,0,0,5,0,0,5,6,0,0,3,0,5,2,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,10,17,6,5,0,8,33,47,6,68,6,12
255,2023-09-13,0,87,2,2,0,2,9,0,1,0,2,0,0,0,3,0,92,0,0,64,12,0,0,4,0,0,0,125,0,1,1,0,1,0,0,0,7,4,2,5,2,0,3,1,0,1,0,3,0,1,3,0,2,0,1,0,1,0,0,0,0,2,3,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,2,0,0,0,0,10,6,3,0,2,0,2,42,1,2,1,1,0,0,3,0,0,1,0,0,0,2,0,8,1,1,1,0,0,1,1,6,1,1,50,0,0,0,0,0,0,0,0,0,0,0,5,0,257,133,3,0,0,0,0,3,0,0,6,0,0,0,1,0,3,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,1,15,4,3,28,4,11,8,2,2
256,2023-09-14,36,122,0,0,0,0,74,1,2,0,0,0,1,2,15,2,91,0,3,179,37,3,0,0,0,27,26,63,6,4,1,1,0,0,0,0,10,3,0,6,11,0,6,12,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,1,4,1,0,3,3,0,0,1,1,0,4,0,0,3,0,12,0,0,0,1,1,2,0,0,1,0,0,2,0,5,95,2,0,2,0,0,0,0,10,2,1,0,2,0,0,41,4,1,0,1,0,6,1,8,0,2,4,1,0,0,1,155,1,3,1,1,1,1,1,10,1,0,65,0,0,0,0,0,0,0,0,0,0,0,5,0,50,234,15,0,3,0,0,3,0,0,12,1,0,0,5,0,2,4,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,11,16,4,22,17,7,56,51,5,35,4,4
257,2023-09-15,7,58,4,2,0,0,24,2,2,0,0,0,2,5,25,3,69,0,2,83,22,0,1,0,0,0,0,125,14,7,2,2,1,1,0,0,32,7,3,22,23,3,5,0,0,2,0,1,0,1,11,0,12,0,0,3,0,0,0,0,5,4,2,15,7,0,1,3,1,0,1,0,1,1,0,8,0,3,4,2,0,0,0,0,0,0,0,4,0,5,140,4,10,23,1,0,7,2,34,15,6,0,3,0,0,74,11,13,6,5,6,2,2,1,1,5,3,4,0,6,14,123,1,0,1,1,1,0,0,2,1,1,30,3,0,2,3,1,2,4,0,0,0,0,4,0,283,230,5,0,1,0,0,6,0,0,10,2,0,0,6,0,3,1,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,5,8,5,8,3,10,39,6,19,23,5,10
258,2023-09-16,15,0,13,12,0,0,0,0,6,1,7,3,1,2,46,2,2,0,1,3,0,3,1,0,0,0,8,70,30,10,8,7,5,2,0,0,58,5,1,42,56,0,5,0,4,7,0,3,1,4,9,1,6,0,4,2,2,0,0,1,17,9,21,18,13,0,6,4,7,0,6,0,4,1,0,8,1,6,0,2,0,0,1,3,1,1,0,8,0,12,0,2,6,16,2,0,2,0,24,14,2,2,9,0,108,0,17,5,3,0,4,3,1,2,3,4,6,1,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,6,4,1,3,11,0,0,2,1,9,0,145,185,9,0,11,0,0,12,0,0,16,4,0,0,10,0,3,1,9,0,0,11,2,1,1,11,0,2,39,4,2,4,0,1,56,22,33,14,37,32,27,107,32,15,73,12,37
259,2023-09-17,2,0,4,1,0,0,0,8,5,1,0,0,0,0,19,0,0,1,0,0,0,3,2,0,0,0,0,0,14,4,7,6,3,1,0,0,23,4,0,13,30,2,5,0,0,2,1,1,1,3,7,0,3,0,3,0,4,0,0,1,7,32,29,8,27,0,0,2,4,0,8,0,0,0,0,0,0,3,1,3,0,2,0,3,0,2,0,0,0,5,0,0,2,6,0,0,0,1,30,11,2,0,4,0,219,0,38,5,2,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,5,0,0,25,0,0,29,6,0,0,12,0,6,6,7,0,0,6,4,3,6,12,2,4,32,7,1,7,2,2,41,24,41,14,14,32,15,107,39,2,66,11,24
260,2023-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,49,0,0,3,1,0,0,0,0,0,0,8,3,1,8,4,1,1,0,11,0,2,2,0,1,2,0,10,0,1,0,1,0,0,0,2,10,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,18,7,0,0,11,0,0,75,20,3,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,390,7,0,2,0,0,2,0,0,1,0,780,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2023-09-19,0,111,1,0,0,0,0,0,0,0,0,0,1,1,5,0,49,0,0,66,31,3,0,0,0,30,0,52,0,0,0,0,0,0,0,0,6,0,0,2,0,1,2,0,0,0,0,0,0,2,5,0,4,0,1,0,0,0,4,0,0,4,5,9,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0,1,0,1,24,2,1,1,0,0,0,0,18,0,0,0,1,0,0,65,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,14,1,1,650,0,0,0,0,0,0,0,0,0,0,0,1,0,0,444,4,0,0,0,0,5,0,0,5,0,590,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,3,16,7,15,18,6,54,20,8,46,14,10
262,2023-09-20,2,87,1,0,0,0,22,0,1,0,0,0,0,0,3,0,79,0,1,72,23,0,0,1,29,16,0,30,0,0,0,2,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,5,2,4,0,0,0,4,0,1,0,0,1,0,6,0,1,2,1,0,0,0,0,0,0,0,1,0,2,113,2,3,3,0,0,0,0,18,0,0,0,3,1,0,39,2,1,2,1,3,0,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,16,0,0,0,0,0,0,0,0,0,0,0,2,0,52,442,7,0,1,0,0,4,0,0,3,1,590,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,3,14,11,1,39,1,15,3,1,2
263,2023-09-21,0,89,0,1,0,0,19,1,1,0,0,0,0,1,14,0,76,0,0,49,19,0,0,0,0,24,0,151,21,1,3,0,0,0,0,0,6,4,1,6,25,1,3,0,2,0,0,2,2,0,6,1,7,0,1,0,1,0,0,3,6,1,0,11,2,0,1,1,3,0,1,0,1,0,0,2,0,0,1,1,0,3,0,0,0,2,0,1,0,2,179,3,0,0,0,0,0,0,24,0,2,0,3,0,0,32,4,0,1,0,0,0,0,0,0,0,0,3,0,1,0,80,1,1,1,1,1,1,1,16,1,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,141,4,0,6,0,0,6,0,0,15,0,0,0,2,0,1,2,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,13,20,9,8,21,11,67,26,11,41,3,11
264,2023-09-22,0,120,0,0,0,0,60,4,3,0,0,0,0,5,8,4,61,0,1,140,59,0,2,0,0,6,39,61,5,1,0,4,3,3,0,0,35,3,0,38,12,1,2,0,1,6,0,1,1,2,5,0,4,4,2,0,1,1,0,0,2,5,0,7,5,0,3,1,7,0,6,0,0,0,0,0,0,4,0,2,2,2,0,0,0,3,0,0,0,6,63,1,4,6,1,0,0,0,44,9,0,1,4,1,0,71,14,3,2,0,1,0,2,0,0,0,0,0,0,0,3,0,0,1,0,2,1,0,1,9,1,0,10,3,1,3,0,2,3,10,3,0,7,3,8,0,130,222,6,0,5,0,0,9,0,0,23,1,0,0,2,1,5,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,41,25,33,8,14,30,14,82,31,18,85,20,21
265,2023-09-23,15,3,10,14,1,0,88,8,11,2,7,4,1,5,61,5,209,1,4,232,90,15,2,0,0,0,0,34,11,6,4,5,0,3,0,0,61,4,2,50,25,1,2,0,2,4,0,2,0,4,15,1,11,0,5,0,3,0,0,0,10,17,12,11,18,0,4,3,2,0,3,0,0,0,0,8,0,0,1,7,1,1,1,0,0,0,0,1,0,6,0,2,3,9,1,0,1,1,34,7,3,1,13,0,139,0,19,4,3,0,2,1,0,1,0,2,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,3,2,4,11,1,1,8,2,10,0,86,0,21,0,14,0,0,27,0,0,42,13,0,0,25,3,8,10,9,0,0,11,14,22,14,32,3,8,49,27,1,6,17,16,93,48,78,39,52,78,74,275,53,32,121,23,64
266,2023-09-24,15,0,3,1,0,2,0,6,4,1,2,2,3,28,9,6,0,0,3,0,0,8,0,0,0,0,0,0,9,2,4,1,0,0,0,0,15,4,1,4,17,1,0,0,0,1,0,3,1,2,8,2,6,0,1,0,0,0,0,1,6,17,19,8,13,0,0,0,2,0,5,0,0,0,0,17,0,2,1,2,0,1,1,0,0,1,0,1,0,6,0,1,1,4,0,0,1,1,16,3,0,0,11,3,208,0,66,3,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,7,0,0,17,0,0,13,11,0,0,12,0,5,2,5,0,0,7,13,7,11,20,2,10,56,27,5,11,6,6,79,62,94,41,59,20,76,277,50,14,98,25,66
267,2023-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,21,6,0,23,5,2,2,0,0,0,0,1,0,1,10,0,3,0,0,0,0,0,1,0,6,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,1,0,0,0,0,12,5,0,0,3,0,0,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,108,5,0,4,0,0,7,0,0,4,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,2023-09-26,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,1,1,0,0,0,0,3,0,0,7,9,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,1,0,2,0,0,0,0,5,3,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,2,52,0,1,0,0,0,0,1,6,0,1,0,4,0,0,40,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,62,0,0,0,0,0,0,0,0,0,1,326,0,0,0,0,0,0,0,0,0,0,0,4,0,105,60,6,0,1,0,0,6,0,0,12,1,0,0,2,0,4,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,9,10,0,5,39,12,18,16,2,4
269,2023-09-27,5,0,11,3,0,3,0,0,6,0,1,0,2,2,40,2,0,2,5,0,0,11,1,0,0,0,0,0,4,0,0,6,3,0,0,0,40,8,2,37,4,0,3,0,0,1,0,5,0,0,5,0,4,0,0,0,1,0,1,0,11,1,2,8,1,0,0,4,5,1,2,0,0,0,0,9,0,4,0,3,1,0,1,4,0,0,0,3,0,5,0,1,7,8,0,0,1,0,78,5,3,5,1,0,0,31,7,3,3,0,1,3,2,5,1,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,0,1,6,0,1,5,2,3,0,0,0,3,0,5,0,0,11,0,0,9,3,0,0,4,0,3,1,0,0,0,3,0,0,0,3,1,0,0,0,0,1,1,0,8,5,9,4,10,5,8,39,10,4,5,7,13
270,2023-09-28,18,0,13,8,3,6,0,3,10,2,6,2,3,6,38,5,0,1,3,0,0,7,2,0,0,0,0,0,24,14,8,14,5,3,0,0,129,19,5,106,54,6,11,0,4,10,0,8,0,12,17,0,11,0,7,3,1,2,5,0,17,21,19,27,12,0,1,0,0,0,2,0,2,1,0,16,0,2,0,2,0,0,2,0,1,15,0,0,0,3,0,5,6,28,1,0,0,1,28,27,2,2,31,0,217,0,51,11,5,6,8,2,2,1,2,1,5,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,3,1,5,8,2,2,3,4,9,0,0,0,16,0,15,0,0,42,0,0,37,13,0,0,24,0,8,4,17,0,0,17,17,9,13,24,6,9,44,17,3,13,6,13,103,57,118,66,64,107,86,309,63,16,127,27,84
271,2023-09-29,5,0,8,14,1,4,0,24,9,3,3,0,1,7,46,8,0,2,4,0,0,16,1,0,0,0,0,0,30,22,18,15,5,2,0,0,113,21,4,82,77,3,20,1,1,10,0,17,0,7,35,4,12,1,5,3,2,3,0,3,23,45,51,30,44,0,1,1,4,0,3,0,1,2,0,10,1,2,2,8,0,0,0,0,4,0,0,9,0,5,0,3,4,20,5,0,1,0,36,14,5,7,5,4,297,0,50,13,6,3,5,1,0,5,2,4,9,3,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,6,3,1,8,1,0,7,2,22,0,0,0,31,0,7,0,0,56,0,0,63,7,0,0,37,1,19,13,21,0,0,18,17,17,18,48,8,13,94,22,5,11,6,9,126,95,143,100,133,137,116,408,94,32,187,50,118
272,2023-09-30,0,0,8,12,1,0,0,19,5,0,2,2,3,10,39,5,0,3,4,0,0,11,2,0,0,0,0,0,20,6,9,6,3,4,0,0,63,15,8,51,41,3,7,0,1,3,0,8,2,7,29,4,25,0,8,2,2,2,0,3,33,29,36,30,29,0,2,3,9,0,5,0,0,0,0,15,0,2,0,3,0,0,0,0,2,7,0,6,0,9,4,3,4,17,3,0,0,1,26,8,2,1,10,0,286,0,57,11,0,1,4,1,0,3,2,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,3,4,4,17,6,4,3,0,16,0,0,0,26,0,20,0,0,32,0,0,30,16,0,0,21,4,23,12,28,0,0,11,35,23,5,43,2,27,36,42,13,7,7,18,127,54,161,81,115,84,98,392,64,91,106,32,90
273,2023-10-01,0,0,15,8,0,0,0,19,9,1,4,0,2,7,44,1,0,1,1,0,0,18,1,0,0,0,0,0,19,5,2,4,0,2,0,0,46,13,1,30,41,0,7,1,0,3,0,8,0,21,30,0,13,0,3,1,0,0,1,0,21,21,31,27,17,0,0,1,7,1,7,0,0,0,0,15,0,2,0,1,0,2,2,0,0,3,0,1,0,14,0,1,8,18,2,0,0,2,94,10,1,0,9,2,250,0,57,2,6,3,3,0,3,2,0,2,6,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,7,1,2,8,0,0,8,3,26,0,0,0,23,0,26,0,0,47,0,0,44,16,0,0,30,1,19,4,30,0,0,24,25,18,29,40,5,26,84,51,12,24,13,16,133,65,155,81,114,108,112,425,77,45,147,35,107
274,2023-10-02,36,0,10,2,0,0,0,17,12,0,0,3,2,6,46,1,0,2,3,0,0,4,1,0,0,0,0,0,33,7,6,9,2,5,0,0,83,9,4,67,50,1,5,1,0,12,0,7,0,7,27,0,11,1,5,2,1,0,1,0,13,31,25,28,17,0,0,2,2,0,7,0,0,1,0,0,1,2,1,6,0,4,0,2,1,2,0,1,0,9,0,3,4,15,3,0,2,0,92,12,3,1,20,4,199,0,59,6,1,1,3,0,3,0,0,2,3,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,1,0,1,5,0,1,5,3,28,0,0,0,47,0,21,0,0,70,0,0,55,22,0,0,40,2,17,8,22,0,0,30,21,26,30,47,8,20,95,47,3,14,9,23,101,58,166,86,100,117,94,448,96,37,166,39,92
275,2023-10-03,3,0,4,2,0,1,0,0,2,0,8,0,1,1,14,0,0,0,0,0,0,3,1,0,0,0,0,0,27,12,7,4,3,2,0,0,32,4,3,19,56,3,35,0,1,2,0,1,1,3,16,0,4,0,0,3,4,6,0,1,13,26,21,13,17,0,1,1,4,0,4,0,0,0,0,8,0,3,0,4,0,0,1,0,1,0,0,2,0,4,0,1,3,5,0,0,0,0,38,9,0,0,31,1,200,0,64,2,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,26,0,12,0,0,39,0,0,24,11,0,0,22,1,10,8,19,0,0,13,38,21,18,25,11,41,51,47,14,6,13,27,88,58,123,53,92,95,80,408,54,67,68,14,68
276,2023-10-04,4,56,7,0,0,0,12,0,2,0,0,1,1,0,5,0,40,0,0,54,8,0,0,0,0,0,0,0,6,4,0,2,1,1,0,0,10,1,0,14,10,0,2,0,0,4,0,2,0,0,3,0,1,0,1,2,2,1,0,0,1,7,7,4,5,0,0,1,2,0,1,0,0,0,0,6,0,3,4,0,0,0,0,0,0,2,0,0,0,2,0,0,2,3,0,0,3,0,24,0,1,0,13,0,0,95,22,1,1,0,1,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104,12,0,3,0,0,11,0,0,11,3,0,0,3,0,3,7,1,0,0,4,1,1,0,2,0,1,11,5,0,0,2,1,33,13,34,7,20,31,15,106,13,19,36,11,9
